#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
BGC0001566_cylO_25544	0.0000	1344	0.3088	0.0000	0	0	0	0.0000	0	0.00
BGC0001566_cylP_25545	0.0000	1542	0.4001	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS03995_25546	0.0000	1734	0.7543	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04000_25547	0.0000	1227	0.7221	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04005_25548	0.0000	213	0.6667	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04010_25549	0.0000	4077	0.7432	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04015_25550	0.0000	7734	0.7538	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04020_25551	0.0000	7623	0.7450	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04025_25552	0.0000	1305	0.7502	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04030_25553	0.0000	1170	0.7359	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04035_25554	0.0000	2013	0.7367	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04040_25555	0.0000	1611	0.7598	0.0000	0	0	0	0.0000	0	0.00
BGC0001567_SLINC_RS04045_25556	0.0000	1446	0.7054	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25557	0.0000	1428	0.7500	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25558	0.0000	276	0.7536	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25559	0.0000	603	0.7048	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25560	0.0000	549	0.7341	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25561	0.0000	2286	0.6934	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25562	0.0000	525	0.7219	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25563	0.0000	831	0.6775	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25564	0.0000	987	0.7052	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25565	0.0000	984	0.7134	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25566	0.0000	1281	0.7237	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25567	0.0000	1251	0.7642	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25568	0.0000	1053	0.7759	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25569	0.0000	1035	0.7536	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25570	0.0000	1245	0.7711	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25571	0.0000	1269	0.7463	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25572	0.0000	336	0.7143	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25573	0.0000	981	0.7849	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25574	0.0000	564	0.7199	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25575	0.0000	1293	0.7053	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25576	0.0000	627	0.7209	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25577	0.0000	1038	0.7601	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25578	0.0000	1458	0.7250	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25579	0.0000	147	0.6803	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25580	0.0000	840	0.6881	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25581	0.0000	1110	0.7018	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25582	0.0000	729	0.7202	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25583	0.0000	780	0.7269	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25584	0.0000	408	0.7451	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25585	0.0000	747	0.7336	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25586	0.0000	1359	0.7299	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25587	0.0000	786	0.7214	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25588	0.0000	1302	0.6943	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25589	0.0000	1320	0.7212	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25590	0.0000	1131	0.7869	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25591	0.0000	1041	0.6897	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25592	0.0000	1596	0.7387	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25593	0.0000	798	0.7281	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25594	0.0000	897	0.7369	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25595	0.0000	1104	0.7428	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25596	0.0000	438	0.6553	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25597	0.0000	858	0.7214	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25598	0.0000	888	0.6836	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25599	0.0000	255	0.6039	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25600	0.0000	876	0.6530	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25601	0.0000	855	0.7251	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25602	0.0000	1611	0.7207	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25603	0.0000	450	0.6978	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25604	0.0000	891	0.7531	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25605	0.0000	741	0.7220	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25606	0.0000	780	0.7872	0.0000	0	0	0	0.0000	0	0.00
BGC0001568_NULL_25607	0.0000	6717	0.7240	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12590_25608	0.1178	1698	0.7314	8.6572	147	0	2	0.6850	0	0.41
BGC0001569_SNOUR_12595_25609	0.0000	882	0.7290	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12600_25610	0.0000	546	0.7326	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12605_25611	0.0000	1257	0.7637	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12610_25612	0.0000	1551	0.6705	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12615_25613	0.0000	516	0.7481	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12620_25614	0.0000	1113	0.7448	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12625_25615	0.0000	387	0.7132	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12630_25616	0.0000	1017	0.7188	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12635_25617	0.0000	213	0.6244	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12640_25618	0.0000	7902	0.7446	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12645_25619	0.0000	14199	0.7399	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12650_25620	0.0000	1320	0.7697	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12655_25621	0.0000	417	0.7266	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12660_25622	0.0000	2748	0.7646	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12665_25623	0.0000	801	0.7603	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12670_25624	0.0000	1212	0.7277	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12675_25625	0.0000	672	0.7232	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12680_25626	0.0000	432	0.6944	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12685_25627	0.0000	210	0.6714	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12690_25628	0.0000	1344	0.7433	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12695_25629	0.0000	738	0.7195	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12700_25630	0.0000	561	0.7273	0.0000	0	0	0	0.0000	0	0.00
BGC0001569_SNOUR_12705_25631	0.0000	2160	0.7602	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31625_25632	0.0000	1095	0.7543	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31630_25633	0.0000	1317	0.7441	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31635_25634	0.0000	1419	0.7872	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31640_25635	0.0000	207	0.7585	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31645_25636	0.0000	3360	0.7601	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31650_25637	0.0000	1938	0.7817	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31655_25638	0.0000	1881	0.7666	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31660_25639	0.0000	2943	0.7853	0.0000	0	0	0	0.0000	0	0.00
BGC0001570_A4V12_31665_25640	0.0000	477	0.7212	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3260_25641	0.0000	2079	0.5238	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3261_25642	0.0000	1242	0.5008	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3262_25643	0.0000	894	0.5145	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3263_25644	0.0000	903	0.5615	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3264_25645	0.0000	312	0.5353	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3265_25646	0.0000	387	0.4806	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidA_25647	0.0000	1743	0.5399	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidB_25648	0.0000	1461	0.5558	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidC_25649	0.0000	471	0.5329	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidD_25650	0.0000	1806	0.5365	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidE_25651	0.0000	1671	0.5524	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidF_25652	0.0000	1626	0.5387	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidG_25653	0.0000	1473	0.5662	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidH_25654	0.0000	852	0.6045	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidI_25655	0.0000	465	0.5011	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidJ_25656	0.0000	1518	0.5567	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidK_25657	0.0000	1737	0.6108	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidL_25658	0.0000	1797	0.5543	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidM_25659	0.0000	1053	0.5878	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidN_25660	0.0000	765	0.5647	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidO_25661	0.0000	762	0.5512	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidP_25662	0.0000	966	0.5932	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidQ_25663	0.0000	933	0.5370	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidR_25664	0.0000	1644	0.5554	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_vidS_25665	0.0000	792	0.5972	0.0000	0	0	0	0.0000	0	0.00
BGC0001571_g3285_25666	0.0000	2034	0.4902	0.0000	0	0	0	0.0000	0	0.00
BGC0001572_dfoS_25667	0.0000	1227	0.5998	0.0000	0	0	0	0.0000	0	0.00
BGC0001572_dfoC_25668	0.0000	2355	0.5860	0.0000	0	0	0	0.0000	0	0.00
BGC0001572_dfoA_25669	0.0000	1293	0.5607	0.0000	0	0	0	0.0000	0	0.00
BGC0001572_dfoJ_25670	0.0000	1554	0.5772	0.0000	0	0	0	0.0000	0	0.00
BGC0001573_easC_25671	0.0000	1443	0.6071	0.0000	0	0	0	0.0000	0	0.00
BGC0001573_cloA_25672	0.0000	1527	0.5357	0.0000	0	0	0	0.0000	0	0.00
BGC0001573_easA_25673	0.0000	1155	0.6173	0.0000	0	0	0	0.0000	0	0.00
BGC0001573_lpsB_25674	0.0000	4017	0.6281	0.0000	0	0	0	0.0000	0	0.00
BGC0001573_lpsA_25675	0.0000	10773	0.6722	0.0000	0	0	0	0.0000	0	0.00
BGC0001573_easH_25676	0.0000	915	0.6426	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25677	0.0000	1455	0.7216	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25678	0.0000	1098	0.7441	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25679	0.0000	237	0.6329	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25680	0.0000	888	0.6408	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25681	0.0000	534	0.6592	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25682	0.0000	1593	0.7125	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25683	0.0000	258	0.7209	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25684	0.0000	4281	0.7505	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25685	0.0000	993	0.6697	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25686	0.0000	963	0.7394	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25687	0.0000	804	0.7587	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25688	0.0000	762	0.6890	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25689	0.0000	774	0.7235	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25690	0.0000	1002	0.6946	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25691	0.0000	1536	0.7480	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25692	0.0000	1044	0.7280	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25693	0.0000	1512	0.7586	0.0000	0	0	0	0.0000	0	0.00
BGC0001574_NULL_25694	0.0000	693	0.7446	0.0000	0	0	0	0.0000	0	0.00
BGC0001575_RSAG_RS12235_25695	34.9048	210	0.3524	100.0000	210	45	35	0.3572	36	10.74
BGC0001575_RSAG_RS12240_25696	56.2774	393	0.4377	100.0000	393	117	114	0.4423	60	12.38
BGC0001575_RSAG_RS12245_25697	42.0798	840	0.4357	100.0000	840	170	190	0.4406	40	13.51
BGC0001575_RSAG_RS12250_25698	30.5864	984	0.4472	100.0000	984	150	156	0.4639	31	13.03
BGC0001575_RSAG_RS12255_25699	1.2832	1395	0.3921	71.2545	994	9	9	0.4017	1	1.16
BGC0001575_RSAG_RS12260_25700	3.1430	2811	0.4347	88.1181	2477	45	44	0.4453	3	2.76
BGC0001575_RSAG_RS12265_25701	4.3413	756	0.4471	91.6667	693	18	15	0.4659	3	3.71
BGC0001575_RSAG_RS12270_25702	5.5626	1692	0.3889	99.4090	1682	45	50	0.3885	5	2.70
BGC0001575_RSAG_RS12275_25703	1.4124	708	0.3249	73.5876	521	6	4	0.3440	1	1.25
BGC0001575_RSAG_RS12280_25704	0.2252	444	0.4279	22.5225	100	0	1	0.4500	0	0.42
BGC0001575_RSAG_RS12285_25705	6.5591	837	0.4409	100.0000	837	21	36	0.4380	6	4.19
BGC0001575_RSAG_RS12290_25706	4.6917	399	0.4712	99.7494	398	13	7	0.4870	5	3.09
BGC0001575_RSAG_RS12295_25707	6.8136	1872	0.4252	93.1624	1744	63	64	0.4407	7	3.82
BGC0001575_RSAG_RS12300_25708	3.7090	1746	0.4507	90.0916	1573	31	35	0.4439	3	2.71
BGC0001575_RSAG_RS12305_25709	5.4988	8991	0.4434	99.1213	8912	249	248	0.4393	5	3.96
BGC0001575_RSAG_RS12310_25710	4.7987	303	0.4059	100.0000	303	8	7	0.4336	4	2.06
BGC0001575_RSAG_RS12315_25711	6.6898	648	0.4244	100.0000	648	21	24	0.4372	6	2.86
BGC0001576_divN_25712	0.0000	351	0.4074	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divorf1_25713	0.0000	858	0.5163	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divT_25714	0.0000	1941	0.4580	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divMT_25715	0.0000	798	0.3559	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divY_25716	0.0000	780	0.4538	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divX_25717	0.0000	918	0.3780	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divM_25718	0.0000	3255	0.4504	0.0000	0	0	0	0.0000	0	0.00
BGC0001576_divA_25719	0.0000	276	0.4203	0.0000	0	0	0	0.0000	0	0.00
BGC0001577_divMT_25720	0.0000	603	0.3383	0.0000	0	0	0	0.0000	0	0.00
BGC0001577_divY_25721	0.0000	288	0.4167	0.0000	0	0	0	0.0000	0	0.00
BGC0001577_divX_25722	0.0000	604	0.3791	0.0000	0	0	0	0.0000	0	0.00
BGC0001577_divM_25723	0.0000	111	0.4505	0.0000	0	0	0	0.0000	0	0.00
BGC0001577_divA_25724	0.0000	276	0.4384	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083230_25725	0.0000	636	0.4874	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083240_25726	0.0000	1578	0.4607	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083250_25727	0.0000	2322	0.4862	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083260_25728	0.0000	1200	0.4550	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083270_25729	0.0000	1275	0.4949	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083280_25730	0.0000	402	0.4378	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083290_25731	0.0000	978	0.4847	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083290_EED21097.1_25732	0.0000	912	0.4836	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083300_25733	0.0000	750	0.4733	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083310_25734	0.0000	6474	0.4759	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083320_25735	0.0000	1170	0.4880	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083330_25736	0.0000	1302	0.4800	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083340_25737	0.0000	1569	0.4786	0.0000	0	0	0	0.0000	0	0.00
BGC0001578_TSTA_083350_25738	0.0000	552	0.4801	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04550_25739	0.0000	360	0.6306	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04555_25740	0.0000	234	0.6496	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_lanM_25741	0.0000	3252	0.7073	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04565_25742	0.0000	984	0.7083	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04570_25743	0.0000	1059	0.7460	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04575_25744	0.0000	873	0.7182	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04580_25745	0.0000	1023	0.7175	0.0000	0	0	0	0.0000	0	0.00
BGC0001579_BLK03_RS04585_25746	0.0000	627	0.7416	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25747	0.0000	2379	0.7369	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25748	0.0000	1521	0.7324	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25749	0.0000	1971	0.7286	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25750	0.0000	1020	0.7696	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25751	0.0000	1329	0.7442	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25752	0.0000	762	0.7467	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25753	0.0000	879	0.6940	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25754	0.0000	1074	0.7253	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25755	0.0000	579	0.7427	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25756	0.0000	3168	0.7670	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25757	0.0000	6615	0.7675	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25758	0.0000	9201	0.7418	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25759	0.0000	11805	0.7656	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25760	0.0000	6537	0.7687	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25761	0.0000	1698	0.7485	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25762	0.0000	876	0.7420	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25763	0.0000	807	0.8005	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25764	0.0000	354	0.7458	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25765	0.0000	927	0.7314	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25766	0.0000	705	0.7943	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25767	0.0000	1020	0.7216	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25768	0.0000	465	0.7677	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25769	0.0000	213	0.6526	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25770	0.0000	858	0.7716	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25771	0.0000	636	0.7940	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25772	0.0000	1320	0.7788	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25773	0.0000	333	0.7568	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25774	0.0000	2427	0.7540	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25775	0.0000	1695	0.7622	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25776	0.0000	669	0.7549	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25777	0.0000	432	0.7407	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25778	0.0000	639	0.7856	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25779	0.0000	780	0.7372	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25780	0.0000	711	0.7665	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25781	0.0000	756	0.7288	0.0000	0	0	0	0.0000	0	0.00
BGC0001580_NULL_25782	0.0000	597	0.7538	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25783	0.0000	1344	0.7076	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25784	0.0000	1107	0.7100	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25785	0.0000	1002	0.6677	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25786	0.0000	831	0.6955	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25787	0.0000	876	0.7363	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25788	0.0000	702	0.7493	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25789	0.0000	1296	0.7492	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25790	0.0000	1089	0.7585	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25791	0.0000	237	0.6920	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25792	0.0000	219	0.6530	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25793	0.0000	45780	0.7083	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25794	0.0000	2679	0.7204	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25795	0.0000	201	0.6468	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25796	0.0000	438	0.6484	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25797	0.0000	204	0.5882	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25798	0.0000	804	0.6654	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25799	0.0000	336	0.6458	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25800	0.0000	1827	0.6765	0.0000	0	0	0	0.0000	0	0.00
BGC0001582_NULL_25801	0.0000	1032	0.6744	0.0000	0	0	0	0.0000	0	0.00
BGC0001583_NULL_25802	0.0000	1743	0.6477	0.0000	0	0	0	0.0000	0	0.00
BGC0001583_EmoH_25803	0.0000	432	0.6111	0.0000	0	0	0	0.0000	0	0.00
BGC0001583_EmoM_25804	0.0000	579	0.6753	0.0000	0	0	0	0.0000	0	0.00
BGC0001583_EmoG_25805	0.0000	4662	0.5699	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25806	0.0000	1371	0.7075	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25807	0.0430	2328	0.6864	4.2955	100	0	1	0.6100	0	0.20
BGC0001584_NULL_25808	0.0000	1386	0.7309	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25809	0.0000	1485	0.6916	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25810	0.0000	1068	0.7013	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25811	0.0000	432	0.7222	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25812	0.0000	1233	0.7048	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25813	0.0000	735	0.7143	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25814	0.0000	1272	0.7020	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25815	0.0000	1158	0.7176	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25816	0.0000	663	0.7195	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25817	0.0000	1482	0.7179	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25818	0.0000	1455	0.7196	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25819	0.0000	672	0.6905	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25820	0.0000	1323	0.6765	0.0000	0	0	0	0.0000	0	0.00
BGC0001584_NULL_25821	0.0000	579	0.6960	0.0000	0	0	0	0.0000	0	0.00
